case_number,source,prompt,evaluation_seed,coco_id
961,coco-30k,"An image containing tennis racket, handbag, person, backpack",27968,1000
962,coco-30k,"An image containing remote, book",5717,379842
963,coco-30k,"An image containing potted plant, tv, chair, couch, dining table, vase, bottle, bowl",19992,13923
964,coco-30k,"An image containing couch, person, remote, chair, vase",3379,559543
965,coco-30k,"An image containing person, remote, wine glass, dining table",87537,185890
966,coco-30k,"An image containing potted plant, tv, chair, person, remote, vase, couch",65746,357978
967,coco-30k,"An image containing person, remote, chair, book",55114,129492
968,coco-30k,"An image containing tennis racket, person, chair, bench",34633,261097
969,coco-30k,"An image containing sports ball, tennis racket, person",78756,410510
970,coco-30k,"An image containing sports ball, person, tennis racket",48019,39951
971,coco-30k,"An image containing dining table, person, fork, pizza",23076,306700
972,coco-30k,"An image containing bottle, chair, dining table, person, bowl, pizza",83776,146457
973,coco-30k,"An image containing bottle, book, cup",47444,214224
974,coco-30k,"An image containing chair, person, bed, laptop",10641,332845
975,coco-30k,"An image containing person, scissors, book",45429,255483
976,coco-30k,"An image containing oven, microwave",48328,222455
977,coco-30k,An image containing refrigerator,36254,187271
978,coco-30k,An image containing refrigerator,36254,462629
979,coco-30k,"An image containing dining table, knife, spoon, orange",87055,544565
980,coco-30k,"An image containing dining table, fork, bowl, broccoli, sandwich",56267,369771
981,coco-30k,An image containing teddy bear,94865,35963
982,coco-30k,An image containing clock,72794,289516
983,coco-30k,"An image containing cell phone, car, person, pizza, sandwich",27732,334309
984,coco-30k,"An image containing fork, bowl, dining table, hot dog",55308,452084
985,coco-30k,"An image containing bottle, dining table, person, cup, fork, knife, bowl",23643,301718
986,coco-30k,"An image containing refrigerator, bottle, oven, sink",15293,429598
987,coco-30k,An image containing sink,94303,165257
988,coco-30k,"An image containing chair, person, cup, book, bottle, clock, vase, dining table",80282,93437
989,coco-30k,"An image containing toothbrush, person",23050,413552
990,coco-30k,"An image containing bottle, cup, toilet, sink",26364,62025
991,coco-30k,"An image containing tv, sink, person",621,17379
992,coco-30k,"An image containing cat, toilet",91280,176778
993,coco-30k,"An image containing sink, toilet",53697,104572
994,coco-30k,"An image containing bottle, toilet, sink",70765,90108
995,coco-30k,An image containing sink,94303,157124
996,coco-30k,"An image containing car, fire hydrant, truck",79772,89556
997,coco-30k,An image containing bottle,70397,266206
998,coco-30k,"An image containing bus, person, car, train",17915,86220
999,coco-30k,"An image containing bird, car",74457,508602
1000,coco-30k,"An image containing cat, bottle, car, bicycle",99584,10363
1001,coco-30k,"An image containing horse, car",83996,17178
1002,coco-30k,"An image containing horse, car, person",26478,507975
1003,coco-30k,"An image containing person, toilet",1581,314177
1004,coco-30k,"An image containing bus, person, handbag, car",58069,313182
1005,coco-30k,"An image containing car, motorcycle, person, bench, handbag",98469,538364
1006,coco-30k,An image containing motorcycle,58896,149406
1007,coco-30k,"An image containing person, clock, tv, cow",37443,180383
1008,coco-30k,"An image containing pizza, motorcycle",18868,402433
1009,coco-30k,"An image containing airplane, truck",7564,449996
1010,coco-30k,An image containing bench,83828,168619
1011,coco-30k,"An image containing dog, sheep",17261,209613
1012,coco-30k,"An image containing sheep, person",25734,103548
1013,coco-30k,An image containing giraffe,15720,469652
1014,coco-30k,"An image containing car, bus, truck",25226,15338
1015,coco-30k,"An image containing car, bus, traffic light, person, truck",92793,512564
1016,coco-30k,"An image containing car, bus, person",38648,336658
1017,coco-30k,"An image containing bus, backpack, handbag, person",58863,568439
1018,coco-30k,"An image containing bus, parking meter",62685,372317
1019,coco-30k,"An image containing bicycle, car, bus, truck, bench",53977,476704
1020,coco-30k,"An image containing car, traffic light",88403,260266
1021,coco-30k,An image containing bus,26148,106048
1022,coco-30k,"An image containing car, bus",4472,177893
1023,coco-30k,An image containing bench,83828,479099
1024,coco-30k,An image containing sheep,9073,269196
1025,coco-30k,"An image containing car, bus, traffic light, truck",52984,315450
1026,coco-30k,An image containing fire hydrant,85597,171050
1027,coco-30k,"An image containing car, bus, person",38648,243867
1028,coco-30k,"An image containing bird, car, truck",44148,263594
1029,coco-30k,"An image containing car, bus, person, truck",13895,147725
1030,coco-30k,"An image containing traffic light, fire hydrant, truck",46877,88432
1031,coco-30k,An image containing giraffe,15720,272364
1032,coco-30k,"An image containing car, bus, person",38648,138979
1033,coco-30k,"An image containing clock, bird",16110,519491
1034,coco-30k,"An image containing stop sign, car",90253,100283
1035,coco-30k,"An image containing car, person, handbag, truck, traffic light",10344,563653
1036,coco-30k,"An image containing car, dining table, person, cup, spoon, cake",41936,345361
1037,coco-30k,An image containing boat,78408,113051
1038,coco-30k,An image containing cat,75457,286708
1039,coco-30k,An image containing cat,75457,475732
1040,coco-30k,An image containing cat,75457,108244
1041,coco-30k,An image without any labeled objects,60933,121153
1042,coco-30k,An image containing bird,57603,23230
1043,coco-30k,"An image containing umbrella, backpack, handbag, person",9223,73702
1044,coco-30k,"An image containing person, car",55820,86483
1045,coco-30k,"An image containing car, person",95178,521141
1046,coco-30k,"An image containing train, person, traffic light, handbag",17869,61268
1047,coco-30k,"An image containing car, train, person",35131,393093
1048,coco-30k,An image containing train,70678,493566
1049,coco-30k,An image containing stop sign,20316,191471
1050,coco-30k,An image containing stop sign,20316,11122
1051,coco-30k,"An image containing train, person",46857,198510
1052,coco-30k,"An image containing stop sign, car",90253,126592
1053,coco-30k,An image containing train,70678,416269
1054,coco-30k,"An image containing train, person",46857,133567
1055,coco-30k,"An image containing car, truck",31945,521052
1056,coco-30k,"An image containing cow, truck",10637,332318
1057,coco-30k,An image containing cat,75457,186296
1058,coco-30k,"An image containing dog, cow, person",11529,415990
1059,coco-30k,"An image containing cat, chair, couch",30015,187236
1060,coco-30k,"An image containing cat, couch, laptop, remote, cup, book",90209,271728
1061,coco-30k,"An image containing car, traffic light, motorcycle, bus, truck, person",30741,460147
1062,coco-30k,An image containing cow,21884,200667
1063,coco-30k,"An image containing cat, bed, laptop",7641,77595
1064,coco-30k,"An image containing cat, bottle, potted plant, cell phone, laptop, cup, book",36473,278463
1065,coco-30k,"An image containing dog, boat, person",26977,190140
1066,coco-30k,"An image containing cat, bed, remote, book, tv",30779,476810
1067,coco-30k,"An image containing umbrella, book",26214,540280
1068,coco-30k,An image containing elephant,30753,126216
1069,coco-30k,"An image containing tie, chair, person, bottle, wine glass, cup, dining table",63998,32901
1070,coco-30k,"An image containing cat, bowl, oven",55651,407960
1071,coco-30k,"An image containing backpack, handbag, suitcase, person, tie, clock",17059,84270
1072,coco-30k,"An image containing person, elephant",34704,267191
1073,coco-30k,"An image containing chair, person, potted plant, suitcase, dining table",9622,422836
1074,coco-30k,An image containing skateboard,80646,493613
1075,coco-30k,An image containing bear,19907,217948
1076,coco-30k,An image containing zebra,1634,317024
1077,coco-30k,"An image containing dog, horse, person, backpack, bicycle",66297,463522
1078,coco-30k,"An image containing bottle, person, horse, refrigerator, clock, cake",78099,213547
1079,coco-30k,"An image containing horse, person",82525,456015
1080,coco-30k,"An image containing horse, person",82525,547886
1081,coco-30k,An image containing zebra,1634,124975
1082,coco-30k,An image containing zebra,1634,378453
1083,coco-30k,"An image containing car, person, banana, apple",97767,69356
1084,coco-30k,"An image containing person, baseball glove",3048,162415
1085,coco-30k,"An image containing person, skis",21055,274708
1086,coco-30k,"An image containing person, skis",21055,377113
1087,coco-30k,"An image containing bottle, banana",90581,79651
1088,coco-30k,"An image containing dining table, fork, knife, orange, broccoli, carrot",85765,104669
1089,coco-30k,"An image containing person, baseball glove, bench, chair",88251,439994
1090,coco-30k,"An image containing person, skis",21055,430377
1091,coco-30k,"An image containing person, baseball glove",3048,512776
1092,coco-30k,"An image containing person, snowboard",38156,95155
1093,coco-30k,"An image containing person, snowboard",38156,184978
1094,coco-30k,"An image containing person, skateboard",21516,199055
1095,coco-30k,"An image containing person, skateboard",21516,431848
1096,coco-30k,"An image containing tv, cat, keyboard, cup, chair, mouse",34716,333772
1097,coco-30k,"An image containing person, skateboard",21516,128699
1098,coco-30k,"An image containing person, skateboard",21516,121591
1099,coco-30k,"An image containing person, skateboard, cell phone",95104,176799
1100,coco-30k,"An image containing person, skateboard",21516,424521
1101,coco-30k,"An image containing bowl, donut, person",21513,254016
1102,coco-30k,"An image containing bottle, person, hot dog",54331,523807
1103,coco-30k,"An image containing person, surfboard, bed",67924,73946
1104,coco-30k,"An image containing person, surfboard",69404,230819
1105,coco-30k,"An image containing person, surfboard",69404,82715
1106,coco-30k,"An image containing fork, cake, dining table",13806,85195
1107,coco-30k,"An image containing cat, bed",61455,435299
1108,coco-30k,"An image containing bed, chair, suitcase, remote",8540,50828
1109,coco-30k,"An image containing person, fork, pizza, knife",75725,27696
1110,coco-30k,"An image containing cell phone, chair, person, knife, pizza, bottle, dining table",90981,62808
1111,coco-30k,"An image containing cell phone, person, laptop, bottle",76490,497344
1112,coco-30k,"An image containing chair, person, tennis racket",27135,361147
1113,coco-30k,"An image containing person, sports ball, chair, tennis racket",87120,541123
1114,coco-30k,"An image containing cup, fork, pizza, knife, dining table",62279,163611
1115,coco-30k,"An image containing bottle, couch, dining table, person, cup, remote, laptop, backpack",29427,10707
1116,coco-30k,"An image containing keyboard, mouse",9256,409630
1117,coco-30k,"An image containing cell phone, person",38289,343706
1118,coco-30k,"An image containing kite, person, boat",38781,199395
1119,coco-30k,"An image containing person, kite",10634,514797
1120,coco-30k,"An image containing person, baseball glove, bench, baseball bat",27472,486104
1121,coco-30k,"An image containing person, baseball bat, car, truck",40389,514586
1122,coco-30k,"An image containing chair, person, baseball bat",2024,279774
1123,coco-30k,"An image containing sports ball, person, baseball bat, baseball glove",58616,474078
1124,coco-30k,"An image containing sports ball, person, baseball glove",75014,872
1125,coco-30k,"An image containing person, pizza, bottle, dining table",28611,32038
1126,coco-30k,"An image containing sports ball, person, tennis racket",48019,261732
1127,coco-30k,"An image containing sports ball, chair, tennis racket, person",75034,12120
1128,coco-30k,"An image containing tv, bottle, mouse, keyboard",20812,346638
1129,coco-30k,"An image containing chair, person, laptop, backpack, bottle, dining table",10712,306139
1130,coco-30k,An image containing teddy bear,94865,534601
1131,coco-30k,An image containing cell phone,25090,288391
1132,coco-30k,"An image containing bottle, person, cell phone, handbag",78237,564091
1133,coco-30k,An image containing oven,58982,531771
1134,coco-30k,"An image containing person, oven, refrigerator, bottle",72795,280930
1135,coco-30k,An image containing clock,72794,113867
1136,coco-30k,"An image containing vase, potted plant",59190,159282
1137,coco-30k,An image containing vase,40539,97585
1138,coco-30k,An image containing clock,72794,349678
1139,coco-30k,"An image containing person, hair drier",13732,384136
1140,coco-30k,"An image containing clock, person, bench",10011,173057
1141,coco-30k,"An image containing potted plant, vase, teddy bear, person, bench",66581,475572
1142,coco-30k,An image containing teddy bear,94865,549136
1143,coco-30k,"An image containing bottle, dining table, wine glass, fork, spoon, bowl, potted plant, vase",71172,405691
1144,coco-30k,"An image containing bottle, umbrella, cell phone, person",38468,228214
1145,coco-30k,"An image containing car, traffic light, person, handbag",75928,183709
1146,coco-30k,"An image containing boat, person, car, truck",81368,57672
1147,coco-30k,"An image containing car, traffic light, handbag, person, bicycle",12676,138639
1148,coco-30k,"An image containing bowl, toilet, sink",1546,110884
1149,coco-30k,"An image containing potted plant, toilet, sink, chair",16790,462614
1150,coco-30k,"An image containing teddy bear, person, book",90808,283785
1151,coco-30k,"An image containing spoon, carrot, bowl, dining table",64055,523175
1152,coco-30k,"An image containing motorcycle, person, apple, handbag, bicycle, dog, backpack, banana, car, umbrella",77778,139099
1153,coco-30k,"An image containing motorcycle, person, traffic light",77694,467511
1154,coco-30k,An image containing toilet,15405,59920
1155,coco-30k,"An image containing motorcycle, person, backpack, handbag",67130,291791
1156,coco-30k,An image containing motorcycle,58896,343934
1157,coco-30k,An image containing motorcycle,58896,273551
1158,coco-30k,"An image containing motorcycle, airplane, person",33898,513580
1159,coco-30k,An image containing train,70678,213816
1160,coco-30k,"An image containing tv, couch, bus, chair",77849,194832
1161,coco-30k,"An image containing tv, cat, dining table, chair, laptop, remote, book",38357,77396
1162,coco-30k,An image containing airplane,18029,101787
1163,coco-30k,"An image containing car, traffic light, person, truck",20270,221754
1164,coco-30k,An image containing traffic light,9860,522751
1165,coco-30k,"An image containing person, bench",53006,566436
1166,coco-30k,An image containing traffic light,9860,503841
1167,coco-30k,"An image containing car, bus, person, traffic light",28432,274272
1168,coco-30k,"An image containing dog, cup",87773,305343
1169,coco-30k,"An image containing car, person, handbag, fire hydrant, stop sign, potted plant",99235,127092
1170,coco-30k,"An image containing bus, person, handbag, car",58069,507797
1171,coco-30k,An image containing car,93516,146498
1172,coco-30k,"An image containing person, teddy bear, toilet",43357,315492
1173,coco-30k,An image containing bird,57603,482477
1174,coco-30k,"An image containing cake, dining table, knife",40877,297396
1175,coco-30k,"An image containing train, person, clock",84357,369675
1176,coco-30k,An image containing train,70678,151857
1177,coco-30k,"An image containing train, person",46857,505638
1178,coco-30k,"An image containing train, person, handbag, suitcase, backpack",85892,475387
1179,coco-30k,"An image containing train, person, bench, handbag, backpack",88364,70254
1180,coco-30k,An image containing train,70678,539143
1181,coco-30k,"An image containing train, person, bench, handbag, clock",81898,508917
1182,coco-30k,"An image containing train, person, handbag, bench",80574,448410
1183,coco-30k,"An image containing train, person",46857,316054
1184,coco-30k,"An image containing train, person, traffic light",74304,201148
1185,coco-30k,An image containing train,70678,231169
1186,coco-30k,"An image containing car, train, person",35131,511999
1187,coco-30k,"An image containing train, car",31749,488664
1188,coco-30k,An image containing train,70678,444879
1189,coco-30k,"An image containing train, person, bench, suitcase, handbag",96166,287874
1190,coco-30k,"An image containing truck, person",33563,297022
1191,coco-30k,"An image containing dog, person, car",31982,407083
1192,coco-30k,"An image containing person, truck",52048,212226
1193,coco-30k,"An image containing car, motorcycle, person, truck",2674,394206
1194,coco-30k,"An image containing bird, boat, person",15974,220858
1195,coco-30k,An image containing cow,21884,244411
1196,coco-30k,"An image containing chair, boat, person, umbrella, handbag",12163,289741
1197,coco-30k,"An image containing tie, person",71552,453166
1198,coco-30k,"An image containing person, elephant",34704,6894
1199,coco-30k,An image containing elephant,30753,133631
1200,coco-30k,"An image containing umbrella, person",8245,279927
1201,coco-30k,An image containing boat,78408,561335
1202,coco-30k,"An image containing umbrella, person",8245,161032
1203,coco-30k,"An image containing person, elephant",34704,415748
1204,coco-30k,An image containing dog,95066,318908
1205,coco-30k,An image containing bear,19907,460927
1206,coco-30k,An image containing frisbee,53380,139883
1207,coco-30k,"An image containing car, person, bench, frisbee, backpack",48383,437239
1208,coco-30k,An image containing horse,65359,348243
1209,coco-30k,"An image containing horse, car, person, truck",56329,382111
1210,coco-30k,"An image containing horse, person",82525,317433
1211,coco-30k,"An image containing horse, person",82525,132408
1212,coco-30k,"An image containing horse, person",82525,191288
1213,coco-30k,"An image containing horse, person",82525,260106
1214,coco-30k,"An image containing horse, person, chair",43687,100510
1215,coco-30k,"An image containing horse, chair, person",1767,441442
1216,coco-30k,"An image containing horse, person",82525,140270
1217,coco-30k,"An image containing horse, person",82525,553990
1218,coco-30k,"An image containing horse, person, truck",28421,97924
1219,coco-30k,"An image containing person, banana, orange, apple",17804,331799
1220,coco-30k,"An image containing person, skis",21055,326542
1221,coco-30k,"An image containing fork, knife, carrot, dining table, sandwich",32832,250766
1222,coco-30k,"An image containing broccoli, carrot",69992,23781
1223,coco-30k,"An image containing person, skateboard",21516,576566
1224,coco-30k,"An image containing person, skateboard",21516,327306
1225,coco-30k,"An image containing bottle, sandwich, wine glass",91097,567825
1226,coco-30k,"An image containing fork, carrot, cake, dining table",37442,485972
1227,coco-30k,"An image containing truck, person, bowl, orange, carrot, handbag, dining table",37089,378873
1228,coco-30k,"An image containing person, snowboard, backpack, skis",71999,94944
1229,coco-30k,"An image containing person, skis",21055,151051
1230,coco-30k,"An image containing skateboard, person, bicycle",54288,93717
1231,coco-30k,"An image containing car, person, skateboard, bicycle",40993,394510
1232,coco-30k,"An image containing bottle, cup, hot dog, person",11881,83531
1233,coco-30k,"An image containing chair, hot dog, person",80629,18193
1234,coco-30k,"An image containing boat, person, car, surfboard",16028,160728
1235,coco-30k,"An image containing surfboard, cake",24652,92177
1236,coco-30k,"An image containing person, surfboard",69404,74200
1237,coco-30k,"An image containing sandwich, bowl",88559,1425
1238,coco-30k,An image containing sandwich,72774,234779
1239,coco-30k,"An image containing cake, dining table",52986,485130
1240,coco-30k,"An image containing person, surfboard",69404,43435
1241,coco-30k,"An image containing person, surfboard",69404,403584
1242,coco-30k,"An image containing person, bed, tv",57376,40757
1243,coco-30k,"An image containing bed, person",12959,35062
1244,coco-30k,"An image containing chair, person, car, tennis racket, bench",62479,342128
1245,coco-30k,"An image containing cell phone, person, tennis racket, laptop, book, handbag, bottle",32987,35279
1246,coco-30k,"An image containing person, tennis racket",26670,503755
1247,coco-30k,"An image containing chair, couch, laptop, book, backpack, bottle",64211,24610
1248,coco-30k,"An image containing person, remote",71866,320642
1249,coco-30k,"An image containing tv, couch, chair, vase, bowl",80041,322895
1250,coco-30k,"An image containing tv, book, couch",70335,104666
1251,coco-30k,"An image containing tv, couch, chair, dining table, person",83549,97337
1252,coco-30k,"An image containing person, kite",10634,235778
1253,coco-30k,"An image containing tv, laptop, mouse, keyboard",83961,547144
1254,coco-30k,An image containing clock,72794,541952
1255,coco-30k,"An image containing person, kite",10634,494759
1256,coco-30k,"An image containing clock, person",42245,409542
1257,coco-30k,"An image containing clock, car, stop sign",59047,427055
1258,coco-30k,"An image containing person, tennis racket",26670,119995
1259,coco-30k,An image containing pizza,43643,159112
1260,coco-30k,"An image containing sports ball, person, tennis racket",48019,369323
1261,coco-30k,"An image containing person, tennis racket, bench, chair, handbag",55780,127270
1262,coco-30k,"An image containing bottle, laptop, mouse, book, backpack",5370,413247
1263,coco-30k,An image containing clock,72794,179653
1264,coco-30k,"An image containing airplane, clock",37148,400922
1265,coco-30k,"An image containing bottle, cell phone, person, cup, dining table",88409,300039
1266,coco-30k,"An image containing cell phone, person, bench, chair",95393,259597
1267,coco-30k,"An image containing bottle, chair, dining table, person, cup, spoon, bowl, wine glass",1266,297084
1268,coco-30k,"An image containing fire hydrant, backpack, person, suitcase",68272,168337
1269,coco-30k,"An image containing dog, bottle, chair, dining table, person, potted plant, fork, knife, bench, wine glass, cup, oven",27498,419974
1270,coco-30k,"An image containing person, bed, teddy bear",68716,226408
1271,coco-30k,"An image containing bottle, chair, dining table, person, oven, bowl",61994,173302
1272,coco-30k,"An image containing refrigerator, microwave, oven",1989,237928
1273,coco-30k,"An image containing person, oven",19706,54654
1274,coco-30k,"An image containing toilet, sink, bottle",27127,167898
1275,coco-30k,"An image containing bicycle, car, fire hydrant",85594,152771
1276,coco-30k,"An image containing bottle, toilet, sink",70765,117914
1277,coco-30k,"An image containing bicycle, car, person, traffic light, bus",73958,309391
1278,coco-30k,"An image containing car, traffic light, bus, stop sign",3952,480944
1279,coco-30k,"An image containing cat, toilet",91280,568690
1280,coco-30k,An image containing clock,72794,382122
1281,coco-30k,An image containing horse,65359,234807
1282,coco-30k,"An image containing cat, couch, dining table, dog, bowl, chair, mouse",49746,554291
1283,coco-30k,"An image containing dog, bowl, bed",32736,60835
1284,coco-30k,"An image containing apple, orange",46897,213935
1285,coco-30k,An image containing airplane,18029,502599
1286,coco-30k,"An image containing airplane, person, bench, backpack, chair, suitcase",6023,425221
1287,coco-30k,"An image containing person, tv",54286,224119
1288,coco-30k,An image containing bench,83828,417043
1289,coco-30k,An image containing giraffe,15720,393282
1290,coco-30k,"An image containing bench, boat",56441,78032
1291,coco-30k,An image containing bench,83828,472030
1292,coco-30k,An image containing fire hydrant,85597,537964
1293,coco-30k,"An image containing car, person, bench, handbag, backpack",18886,542423
1294,coco-30k,"An image containing fire hydrant, car",97020,344909
1295,coco-30k,"An image containing fire hydrant, person, truck",85103,140556
1296,coco-30k,"An image containing bird, chair, knife, dining table, bottle",73419,277051
1297,coco-30k,"An image containing bird, chair, dining table, person, cup",12059,82696
1298,coco-30k,An image containing truck,13731,189698
1299,coco-30k,An image containing bird,57603,407518
